25853.1,B,M,F39,2/12/2009,BrF38-39,24343.1,24476.1
25854.1,Ag,M,F39,2/12/2009,BrF38-39,24343.1,24476.1
25855.1,Ag,F,F39,2/12/2009,BrF38-41,24083.1,24482.1
25858.1,W,F,F39,2/12/2009,BrF38-73,24253.1,24685.1
25859.1,B,F,F39,2/13/2009,BrF38-73,24253.1,24685.1
25861.1,Ag,F,F39,2/13/2009,BrF38-64,23766.1,24480.1
25856.1,W,M,F39,2/12/2009,BrF38-41,24083.1,24482.1
25857.1,Ag,M,F39,2/12/2009,BrF38-41,24083.1,24482.1
25860.1,B,M,F39,2/12/2009,BrF38-73,24253.1,24685.1
25862.1,W,M,F39,2/13/2009,BrF38-64,23766.1,24480.1
28915.1,W,F,F39,2/25/2009,BrF38-38,25137.1,24408.1
28916.1,W,F,F39,2/25/2009,BrF38-38,25137.1,24408.1
28918.1,W,F,F39,2/25/2009,BrF38-51,23741.1,24021.1
28919.1,W,F,F39,2/25/2009,BrF38-51,23741.1,24021.1
28917.1,W,M,F39,2/25/2009,BrF38-38,25137.1,24408.1
28920.1,W,M,F39,3/1/2009,BrF38-51,23741.1,24021.1
28921.1,W,M,F39,3/1/2009,BrF38-51,23741.1,24021.1
28005.1,Ag,F,F39,3/5/2009,BrF38-70,23798.1,25136.1
28006.1,B,F,F39,3/5/2009,BrF38-70,23798.1,25136.1
28009.1,W,F,F39,3/7/2009,BrF38-44,24250.1,25003.1
28010.1,W,F,F39,3/7/2009,BrF38-44,24250.1,25003.1
28007.1,Ag,M,F39,3/5/2009,BrF38-70,23798.1,25136.1
28008.1,B,M,F39,3/5/2009,BrF38-70,23798.1,25136.1
28011.1,B,M,F39,3/7/2009,BrF38-44,24250.1,25003.1
28012.1,B,M,F39,3/7/2009,BrF38-44,24250.1,25003.1
28013.1,W,M,F39,3/7/2009,BrF38-44,24250.1,25003.1
28077.1,B,F,F39,3/11/2009,BrF38-60,24409.1,24358.1
28078.1,B,F,F39,3/11/2009,BrF38-60,24409.1,24358.1
28079.1,B,M,F39,3/11/2009,BrF38-60,24409.1,24358.1
28080.1,B,M,F39,3/11/2009,BrF38-60,24409.1,24358.1
28241.1,B,F,F39,3/25/2009,BrF38-76,24020.1,24144.1
28242.1,W,F,F39,3/25/2009,BrF38-76,24020.1,24144.1
28255.1,Ag,F,F39,3/30/2009,BrF38-75,24687.1,24082.1
28256.1,W,F,F39,3/30/2009,BrF38-75,24687.1,24082.1
28243.1,B,M,F39,3/25/2009,BrF38-76,24020.1,24144.1
28244.1,W,M,F39,3/25/2009,BrF38-76,24020.1,24144.1
28257.1,B,M,F39,3/30/2009,BrF38-75,24687.1,24082.1
28258.1,W,M,F39,3/30/2009,BrF38-75,24687.1,24082.1
28341.1,W,F,F39,4/5/2009,BrF38-40,23765.1,24479.1
28342.1,Ag,F,F39,4/5/2009,BrF38-40,23765.1,24479.1
28343.1,B,M,F39,4/5/2009,BrF38-40,23765.1,24479.1
28344.1,W,M,F39,4/5/2009,BrF38-40,23765.1,24479.1
