id	tissue	samp.id	lib.name	index	rin	con.RNA	lib.size	con.cDNA	sex	age																		
51877	str	str51877	AIL_RNA8a	4	8.3	163.79	282	19.48																				
51616	str	str51616	AIL_RNA6c	5	8.3	157.42	283	11.02																				
54117	str	str54117	AIL_RNA8a	5	8.3	138.88	275	17.74																				
51351	str	str51351	AIL_RNA8a	6	8.3	136.29	288	13.04																				
54227	str	str54227	AIL_RNA7a	8	8.3	123.50	278	4.10																				
54226	str	str54226	AIL_RNA7b	9	8.3	122.50	283	6.31																				
51714	str	str51714	AIL_RNA7b	10	8.3	113.04	271	12.11																				
51621	str	str51621	AIL_RNA5c	11	8.3	111.21	271	7.38																				
51764	str	str51764	AIL_RNA6a	12	8.3	108.70	279	4.06																				
48395	str	str48395	AIL_RNA5d	13	8.3	85.53	278	3.24																				
49240	str	str49240	AIL_RNA6a	14	8.3	65.46	272	9.81																				
51959	str	str51959	AIL_RNA6c	15	8.2	264.36	276	10.87																				
50099	str	str50099	AIL_RNA7b	1	8.9	29.58	301	27.17																				
49231	str	str49231	AIL_RNA7c	2	8.1	29.65	317	22.51																				
50763	str	str50763	AIL_RNA7a	3	9.3	29.70	289	22.70																				
50429	str	str50429	AIL_RNA7a	4	8.8	31.60	307	16.45																				
50701	str	str50701	AIL_RNA6d	13	9.3	32.79	296	8.59																				
50405	str	str50405	AIL_RNA7d	22	9.0	34.38	278	19.91																				
50076	str	str50076	AIL_RNA6d	25	8.8	35.18	281	20.84																				
50752	str	str50752	AIL_RNA7a	18	9.1	35.94	292	39.25																				
49426	str	str49426	AIL_RNA9d	5	8.4	37.36	281	37.60																				
54332	str	str54332	AIL_RNA6d	6	9.2	39.49	293	30.75																				
48411	str	str48411	AIL_RNA8a	8	8.9	42.73	309	15.86																				
48326	str	str48326	AIL_RNA7d	9	8.3	44.85	289	17.64																				
54149	str	str54149	AIL_RNA6d	12	8.6	45.45	302	30.94																				
51905	str	str51905	AIL_RNA6d	2	8.2	45.49	287	37.46																				
50153	str	str50153	AIL_RNA7c	3	8.9	46.27	293	31.31																				
50774	str	str50774	AIL_RNA6d	18	9.7	46.84	296	44.14																				
49452	str	str49452	AIL_RNA7b	13	8.4	47.18	288	27.79																				
54336	str	str54336	AIL_RNA8c	5	8.8	47.45	284	28.03																				
46007	str	str46007	AIL_RNA7a	6	8.1	48.60	287	11.02																				
52131	str	str52131	AIL_RNA7d	8	8.0	54.92	274	22.74																				
49267	str	str49267	AIL_RNA7c	13	8.1	61.44	280	17.07																				
54187	str	str54187	AIL_RNA6d	14	8.2	63.13	282	33.76																				
46389	str	str46389	AIL_RNA8c	15	8.0	66.03	305	43.23																				
49293	str	str49293	AIL_RNA8d	16	8.0	66.43	275	34.52																				
46319	str	str46319	AIL_RNA7c	14	8.0	67.39	289	35.25																				
49016	str	str49016	AIL_RNA8c	16	8.0	75.00	295	36.24																				
49245	str	str49245	AIL_RNA7b	18	8.2	79.97	277	24.94																				
51767	str	str51767	AIL_RNA7b	20	8.0	92.10	286	9.98																				
49032	str	str49032	AIL_RNA8d	21	8.2	94.04	280	30.66																				
51644	str	str51644	AIL_RNA7b	23	8.1	94.17	276	42.86																				
51396	str	str51396	AIL_RNA8b	25	8.0	105.03	283	46.21																				
51328	str	str51328	AIL_RNA8b	23	8.0	106.52	286	55.22																				
54109	str	str54109	AIL_RNA9d	21	8.2	108.16	294	36.07																				
51361	str	str51361	AIL_RNA8d	22	8.0	114.98	306	40.38																				
52077	str	str52077	AIL_RNA7d	4	8.1	115.22	301	23.07																				
51813	str	str51813	AIL_RNA6d	7	8.0	118.54	312	31.52																				
51936	str	str51936	AIL_RNA8b	10	8.1	124.26	304	24.06																				
51657	str	str51657		11	8.2	124.88	329	18.06																				
51734	str	str51734	AIL_RNA8a	1	8.2	127.85	293	30.04																				
51812	str	str51812	AIL_RNA8d	27	8.2	131.09	294	21.75																				
51713	str	str51713	AIL_RNA7d	21	8.0	138.63	284	14.21																				
52193	str	str52193	AIL_RNA8b	22	8.1	148.68	283	17.10																				
51739	str	str51739	AIL_RNA8c	4	8.1	159.71	313	16.69																				
54178	str	str54178	AIL_RNA7d	7	8.2	161.38	287	27.12																				
51603	str	str51603	AIL_RNA7c	10	8.2	163.23	324	21.92																				
45497	str	str45497	AIL_RNA8b	11	8.0	170.29	284	20.22																				
51346	str	str51346	AIL_RNA8c	1	8.2	173.26	270	30.36																				
51897	str	str51897	AIL_RNA8b	27	8.2	174.78	284	39.21																				
51966	str	str51966	AIL_RNA8c	9	8.1	184.43	292	32.84																				
51224	str	str51224	AIL_RNA7b	12	8.0	193.18	283	10.05																				
51902	str	str51902	AIL_RNA7c	23	8.2	203.32	290	22.28																				
51420	str	str51420	AIL_RNA8d	15	8.0	203.55	296	8.61																				
51375	str	str51375	AIL_RNA8b	16	8.2	207.02	290	27.28																				
51850	str	str51850	AIL_RNA7d	18	8.2	245.71	292	18.64																				
51949	str	str51949	AIL_RNA8d	19	8.0	249.38	284	29.96																				
51463	str	str51463	AIL_RNA7c	20	8.2	250.65	283	27.95																				
50100	str	str50100	AIL_RNA8a	7	9.1	20.60	297	39.55																				
52173	str	str52173	AIL_RNA9d	2	8.0	48.6	300	23.44																				
54396	str	str54396	AIL_RNA8d	12	8.9	60.15	295	21.91																				
54853	str	str54853	AIL_RNA9c	14	8.6	113.6	299	17.52																				
54384	str	str54384	AIL_RNA8b	15	8.7	85.0	293	11.01																				
54862	str	str54862	AIL_RNA8c	18	8.6	90.3	299	28.44																				
54809	str	str54809	AIL_RNA9c	19	8.7	94.0	313	30.07																				
54822	str	str54822	AIL_RNA8d	20	8.8	61.8	294	21.03																				
56224	str	str56224	AIL_RNA9d	13	9.1	59.35	276	41.18																				
56203	str	str56203	AIL_RNA9d	14	8.9	65.47	272	30.32																				
56276	str	str56276	AIL_RNA9c	20	9.1	61.2	370	14.87																				
54883	str	str54883	AIL_RNA9c	21	9.1	48.5	273	25.36																				
56268	str	str56268	AIL_RNA9c	22	9.3	72.16	278	38.71																				
54397	str	str54397	AIL_RNA9c	25	9.6	51.37	275	39.20																				
54871	str	str54871	AIL_RNA9c	27	9.8	29.63	280	30.54																				
54896	str	str54896	AIL_RNA9c	18	9.6	20.64	283	26.22																				
56273	str	str56273	AIL_RNA9c	16	9.0	28.10	289	37.99																				
56227	str	str56227	AIL_RNA9d	15	9.0	38.90	295	40.23																				
54864	str	str54864	AIL_RNA9d	12	8.8	40.80	287	41.33																				
54884	str	str54884	AIL_RNA9c	11	8.8	33.30	284	23.07																				
56237	str	str56237	AIL_RNA9d	10	9.0	35.70	289	33.10																				
56240	str	str56240	AIL_RNA9d	9	8.9	31.70	292	26.97																				
56257	str	str56257	AIL_RNA9d	8	9.0	29.80	281	35.53																				
49485	str	str49485	AIL_RNA9c	7	8.7	60.30	290	43.83																				
